id,ingredients,nutrition,ingredients_viewmore,saturated,sugar,sodium,energy,Protein
238,"Cereals (Rice, Corn), Vegetable Oil, Vegetable Powders (11%) (Green Pea, Beetroot, Sweet Potato, Tomato, Onion, Garlic), Sugar, Salt, Natural Flavours, Yeast Extracts, Food Acid (Citric), Mineral Salt (Calcium Chloride), Natural Colours (Paprika Extract, Grape Skin Extract), Spices","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2070kJ  Approx.518kJ Protein Approx.7g  Approx.1.8g Fat, total Approx.22.9g  Approx.5.7g – saturated Approx.9.8g  Approx.2.5g Carbohydrate Approx.64.1g  Approx.16g – sugars Approx.5.5g  Approx.1.4g Sodium Approx.485g  Approx.121g",null,Approx.9.8g,Approx.5.5g,Approx.485g,Approx.2070kJ,Approx.7g
239,"Peanuts, Vegetable Oil, Salt.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2490kJ  735kJ Protein 29.1g  8.7g Fat, total 48.2g  14.5g – saturated 7.4g  2.2g Carbohydrate 8.2g  2.5g – sugars 3.0g  0.9g Sodium 470mg  141mg",null,7.4g,3.0g,470mg,2490kJ,29.1g
240,null,null,null,null,null,null,null,null
241,"Sugar, Cocoa Mass, Honeycomb Pieces (10%) [Sugar, Cocoa Butter, Rice Starch, Raising Agent (Sodium Bicarbonate)], Cocoa Butter, Milk Fat, Honey Powder [Honey, Maltodextrin (Wheat), Thickening agent (Sodium Alginate)], Emulsifier (Soy Lecithin), Flavouring.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2210kJ  442kJ Protein 5.4g  1.1g Fat, total 30.0g  6.0g – saturated 18.0g  3.6g Carbohydrate 56.0g  11.2g – sugars 51.0g  10.2g Sodium 57mg  11mg",null,18.0g,51.0g,57mg,2210kJ,5.4g
242,"Wheat, Flour, Vegetable Oil, Salt, Yeast, Baking Powder, Sugar, Malt Extract (from Barley).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1760kJ  489kJ Protein 8.8g  2.4g Fat, total 8.8g  2.5g – saturated 1.1g  0.3g Carbohydrate 73.7g  20.5g – sugars 0.4g  0.1g Sodium 970mg  270mg",null,1.1g,0.4g,970mg,1760kJ,8.8g
243,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1420kJ  356kJ Protein 5.6g  1.4g Fat, total 0.1g  <0.1g – saturated 0.1g  <0.1g Carbohydrate 77.3g  19.3g – sugars 58.9g  14.7g Sodium 17mg  <5mg","Sugar, Wheat Glucose Syrup (Wheat Glucose, Preservative (223)), Water, Wheat Starch, Invert Sugar Syrup, Beef Gelatine, Acidity Regulators (Malic Acid, Citric Acid), Natural Flavours (Pineapple, Strawberry, Blackcurrant, Orange, Lime, Vanilla, Banana), Natural Colours (Anthocyanin, Curcurmin, Paprika Oleoresins), Burnt Sugar, Safflower Extract, Spirulina Extract, Glazing Agent (903). View more",0.1g,58.9g,17mg,1420kJ,5.6g
244,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1640kJ  262kJ Protein 4.5g  0.7g Fat, total 8.0g  1.3g – saturated 3.7g  0.6g Carbohydrate 64.0g  10.2g – sugars 15.6g  2.5g Sodium 53mg  8mg","Puffed Rice (38%) (Rice Flour, Resistant Dextrin [Maize], Colour [Sweet Potato], Emulsifier [Sunflower Lecithin], Salt), Glucose, Chicory Root Fibre, Dark Compound Chocolate (10%) (Sugar, Vegetable Fat, Cocoa Powder, Emulsifier [Sunflower Lecithin], Salt, Natural Flavours, Milk), Humectant (Glycerine [Plant Derived)), Canola Oil, Chickpeas, Sunflower Seeds, Cranberries (1.7%), Puffed Sorghum, Emulsifier (Sunflower Lecithin), Natural Flavour, Antioxidant (Vitamin E). View more",3.7g,15.6g,53mg,1640kJ,4.5g
245,null,null,null,null,null,null,null,null
246,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1590kJ  Approx.330kJ Protein Approx.5.9g  Approx.1.2g Fat, total Approx.5.4g  Approx.1.1g – saturated Approx.1.5g  Approx.0.3g Carbohydrate Approx.70.6g  Approx.14.8g – sugars Approx.21.8g  Approx.4.6g Sodium Approx.110mg  Approx.23mg","Wholegrain  Wheat  Flour (22%),   Glucose ( Sulphites ),    Wheat    Flour, Formulated Supplementary Food Base: (10%) [Extract of Malt   Barley  Or Malt  Barley  and Rice,  Milk  Solids, Sugar, Cocoa, Minerals (Calcium, Iron), Maltodextrin (Corn), Vitamins (C, B3, B6, B2, D, B12), Emulsifier ( Soy  Lecithin)], Invert Sugar, Modified Starch (1412) ( Wheat ),  Humectants (420, 422),  Maltodextrin ( Wheat ), Vegetable Oil ( Soy ), Malt Extract ( Barley), Cocoa, Sugar, Flavour, Plant Origin Emulsifier (471), Salt. Antioxidant (307b). Contains 10% Milo                Contains Gluten (Wheat and Barley), Milk, Soy and Sulphites          May Contain Tree Nuts and Other Gluten Containing Cereals. View more",Approx.1.5g,Approx.21.8g,Approx.110mg,Approx.1590kJ,Approx.5.9g
247,null,null,null,null,null,null,null,null
248,"Biscuits: Wheat Flour, Sugar, Butter (Cream (From Milk), Salt), Vegetable Oil, Eggs, Salt, Condensed Milk, Baking Powder, Emulsifier (Soy Lecithin), Natural Flavour, Antioxidant (E307b from Soy).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2080kJ  495kJ Protein 5.9g  1.4g Fat, total 24.1g  5.7g – saturated 14.1g  3.3g Carbohydrate 62.9g  15.0g – sugars 18.8g  4.5g Sodium 459mg  109mg",null,14.1g,18.8g,459mg,2080kJ,5.9g
249,"Reconstituted Fruit Juices (70%) [Apple (65%), Strawberry (1%), Raspberry (1%), Orange (1%), Lemon (1%), Pineapple (1%)], Glucose Syrup, Sugar, Gelatine, Acidity Regulator (Citric Acid E330), Natural Flavours, Maize Starch, Gelling Agent (Agar), Vegetable Oil (Palm), Natural Colours [(Curcumins (E100), Chlorophylls (E140), Anthocyanins (E163)]","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx. 1410kJ  Approx. 282kJ Protein Approx. 6g  Approx. 1.2g Fat, total Approx. 1g  Approx. 0.2g – saturated Approx. 0g  Approx. 1g Carbohydrate Approx. 77g  Approx. 15.4g – sugars Approx. 59.5g  Approx. 11.9g Sodium Approx. 40mg  Approx. 8mg",null,Approx. 0g,Approx. 59.5g,Approx. 40mg,Approx. 1410kJ,Approx. 6g
250,"Active Ingredient per 3.5g : Lozenge: Menthol 10.6Mg, Eucalyptus Oil 4.6Mg.",null,null,null,null,null,null,null
251,"Roasted Peanuts, Chicory Root Extract, Isolated Soy Protein, Almonds, Vegetable Oil, Glucose Syrup, Milk Solids, Sugar, Fructose, Maltodextrin, Tapioca Starch, Humectant (Glycerin), Salt, Caramel Powder, Emulsifiers (Sunflower Lecithin, Soy Lecithin), Natural Flavours","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2070kJ  Approx.828kJ Protein Approx.25g  Approx.10g Fat, total Approx.31.1g  Approx.12.4g – saturated Approx.7.6g  Approx.3g Carbohydrate Approx.22.5g  Approx.9g – sugars Approx.14.9g  Approx.6g Sodium Approx.451mg  Approx.180mg",null,Approx.7.6g,Approx.14.9g,Approx.451mg,Approx.2070kJ,Approx.25g
252,"BISCUITS: Wheat Flour, Sugar, Vegetable Oil, Butter (From Milk), Golden Syrup, Oats, Coconut, Salt, Condensed Milk, Cocoa Powder, Baking Powder, Eggs, Milk Powder, Food Colour (Caramel III), Arrowroot Flour, Emulsifier (Soy Lecithin), Natural Flavour, Antioxidant (E307b From Soy).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1900kJ  475kJ Protein 5.5g  1.4g Fat, total 14.8g  3.7g – saturated 8.0g  2.0g Carbohydrate 72.9g  18.2g – sugars 25.5g  6.4g Sodium 353mg  88mg",null,8.0g,25.5g,353mg,1900kJ,5.5g
253,100g,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1460kJ  Approx.1460kJ Protein Approx.5.5g  Approx.5.5g Fat, total Approx.14.8g  Approx.14.8g – saturated Approx.1.4g  Approx.1.4g Carbohydrate Approx.48g  Approx.48g – sugars Approx.26g  Approx.26g Sodium Approx.250mg  Approx.250mg",null,Approx.1.4g,Approx.26g,Approx.250mg,Approx.1460kJ,Approx.5.5g
254,"Popping corn (69%), Vegetable Oils [contain antioxidant (307b, 304)], Salt, Sweetener (Sucralose), Natural Flavours (contain milk), Food Acids (Citric), Colour (annatto)","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2180kJ  545kJ Protein 9.6g  2.4g Fat, total 30.4g  7.6g – saturated 5.8g  0.4g Carbohydrate 48.5g  12.1g – sugars 0.8g  0.2g Sodium 540mg  135mg",null,5.8g,0.8g,540mg,2180kJ,9.6g
255,"Sugar, Vegetable Fat [Emulsifiers (Sorbitan Tristearate,  Soy  Lecithin)],  Wheat  Flour, Cocoa, Whey Powder ( Milk ), Rice Starch, Emulsifier ( Soy  Lecithin), Flavours, Colours (Carminic Acid, Beta Carotene), Glazing Agents (Carnauba Wax, Beeswax), Salt.       Contains Milk, Soy and Wheat.        May Contain Tree Nuts.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1940kJ  Approx.270kJ Protein Approx.2.3g  Approx.0.3g Fat, total Approx.16.2g  Approx.2.3g – saturated Approx.14.7g  Approx.2.1g Carbohydrate Approx.75.2g  Approx.10.5g – sugars Approx.68.4g  Approx.9.6g Sodium Approx.58mg  Approx.8mg",null,Approx.14.7g,Approx.68.4g,Approx.58mg,Approx.1940kJ,Approx.2.3g
256,"Wheat Flour, Cream Filling (25%) (Sugar, Shortening (Palm Oil, Antioxidant (307b)), Whey Powder, Natural Flavours, Salt Emulsifier (322 from Soy), Natural Colour (161b)), Sugar, Shortening (Palm Oil, Antioxidant (307b)), Wheat Starch, Golden Syrup, Emulsifier (322 from Soy, 450), Salt, Raising Agents (503, 500)","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2080kJ  Approx.291kJ Protein Approx.5.6g  Approx.0.8g Fat, total Approx.21.4g  Approx.3g – saturated Approx.10.1g  Approx.1.4g Carbohydrate Approx.69.2g  Approx.9.7g – sugars Approx.27.7g  Approx.3.9g Sodium Approx.146mg  Approx.20mg",null,Approx.10.1g,Approx.27.7g,Approx.146mg,Approx.2080kJ,Approx.5.6g
257,null,null,null,null,null,null,null,null
258,"Glutinous Rice, Soy Sauce (Soy Beans, Wheat, Salt, Water), Sugar, Tapioca Starch, Seaweed, Colour 102, 133, 110, 122.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1612kJ  481kJ Protein 8.8g  2.6g Fat, total 0.92g  0.28g – saturated 0.26g  0.08g Carbohydrate 83.4g  25g – sugars 3g  1g Sodium 600mg  180mg",null,0.26g,3g,600mg,1612kJ,8.8g
259,"Potatoes, Sunflower Oil, Sea Salt","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx. 2090kJ  Approx. 523kJ Protein Approx. 7.6g  Approx. 1.9g Fat, total Approx. 27g  Approx. 6.8g – saturated Approx. 2.6g  Approx. 0.6g Carbohydrate Approx. 56.6g  Approx. 14.1g – sugars Approx. 0g  Approx. 0g Sodium Approx. 486mg  Approx. 122mg",null,Approx. 2.6g,Approx. 0g,Approx. 486mg,Approx. 2090kJ,Approx. 7.6g
260,"Dehydrated potato, vegetable oils, wheat starch, rice flour, sugar, emulsifier (471), maltodextrin, dextrose, salt, vegetable powders (garlic, onion, tomato), spices (black pepper, paprika), flavour enhancers (621, 635), yeast extract, flavours, soy sauce powder, vinegar powder, food acid (330).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2180kJ  540kJ Protein 5.3g  1.3g Fat, total 30.2g  7.6g – saturated 13.9g  3.5g Carbohydrate 55.5g  13.9g – sugars 2.8g  0.7g Sodium 425mg  106mg",null,13.9g,2.8g,425mg,2180kJ,5.3g
261,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2070kJ  Approx.720kJ Protein Approx.14.9g  Approx.5.2g Fat, total Approx.28.2g  Approx.9.9g – saturated Approx.9.8g  Approx.3.4g Carbohydrate Approx.42.9g  Approx.15g – sugars Approx.25.8g  Approx.9g Sodium Approx.160mg  Approx.60mg","Roasted Peanuts (26%), Cashew Butter Compound (Sugar, Cashew Butter (5%), Vegetable Fat, Cocoa Powder, Emulsifier (Soy Lecithin), Natural Flavour, Antioxidant (307b from Soy)), Dark Chocolate (13%) (Sugar, Cocoa Mass, Cocoa Butter, Milk Fat, Emulsifier (Soy Lecithin), Natural Flavour), Glucose Syrup, Soy Protein Crisps (Soy Protein Isolate, Tapioca Starch, Soy Lecithin, Salt), Wholegrain Oats, Cashew Nuts (2.5%), Sunflower Oil, Chicory Fibre, Maltodextrin, Glycerine, Honey, Salt, Emulsifier (Soy Lecithin), Dark Chocolate contains average 43% Cocoa Solids View more",Approx.9.8g,Approx.25.8g,Approx.160mg,Approx.2070kJ,Approx.14.9g
262,"Potato Mix (Potato (58%), Wheat, Salt, Sugar, Paprika, Turmeric), Sunflower and/or Canola Oil, Thai Sweet Chilli Seasoning (Sugar, Acidity Regulator (262), Yeast Extract, Spices, Natural Flavour, Salt, Maize Starch, Anti-Caking Agent (551), Sunflower Oil).",null,null,null,null,null,null,null
263,"Full Cream Milk, Sugar, Cocoa Butter, Cocoa Mass, Milk Solids, Emulsifiers (Soy Lecithin, 476), Flavours.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2260kJ  566kJ Protein 7.5g  1.9g Fat, total 31.0g  7.8g – saturated 19.7g  4.9g Carbohydrate 56.8g  14.2g – sugars 55.4g  13.9g Sodium 81mg  20mg",null,19.7g,55.4g,81mg,2260kJ,7.5g
264,"Wheat Flour, Cane Sugar, Eggs, Corn Flour, Honey, Tapioca Flour, Milk Solids, Baking Powder (Aerators E450, E341, E339, Raising Agent (500), Wheaten Starch), Food Starch (E341), Salt, Natural Enzymes, Raising Agent (500, 503), Natural Flavours, Natural Preservatives (E200)","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1624kJ  Approx.276kJ Protein Approx.6.7g  Approx.1.1g Fat, total Approx.4.6g  Approx.0.8g – saturated Approx.1.8g  Approx.0.3g Carbohydrate Approx.78.8g  Approx.13.4g – sugars Approx.8.2g  Approx.1.4g Sodium Approx.51mg  Approx.9mg",null,Approx.1.8g,Approx.8.2g,Approx.51mg,Approx.1624kJ,Approx.6.7g
265,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2200kJ  Approx.340kJ Protein Approx.7.3g  Approx.1.1g Fat, total Approx.29.2g  Approx.4.5g – saturated Approx.16.5g  Approx.2.6g Carbohydrate Approx.57.9g  Approx.9g – sugars Approx.50.4g  Approx.7.8g Sodium Approx.90mg  Approx.14mg","Sugar, Full Cream  Milk  Powder, Vegetable Fat [Emulsifier ( Soy  Lecithin)],  Wheat  Flour, Cocoa Butter, Cocoa Mass, Cocoa, Emulsifiers ( Soy  Lecithin, 476), Vanilla Cookie Crumb [0.5%(Contains  Wheat )], Choc Cookie Crumb [0.5% (Contains  Wheat  and  Milk )], Yeast, Raising Agent (Sodium Bicarbonate), Salt, Flavour.              Contains Milk, Wheat and Soy.  May Contain Tree Nuts.                 Product Contains 47% Milk Chocolate, 24% Wafer Fingers, 28% White Choc & 1% Cookie Pieces.      Milk Chocolate Contains Minimum 22% Cocoa Solids and 25% Milk Solids View more",Approx.16.5g,Approx.50.4g,Approx.90mg,Approx.2200kJ,Approx.7.3g
266,"Sugar, Cocoa Mass, Peanuts, Glucose Syrup, Cocoa Butter, Milk Solids, Glaze (Contains Vegetable Gum (414)), Cocoa Powder, Emulsifiers (Soy Lecithin, 476), Raising Agent (500), Hydrolysed Milk Protein, Flavour.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2170kJ  542kJ Protein 8.4g  2.1g Fat, total 28.2g  7.0g – saturated 13.3g  3.3g Carbohydrate 55.4g  13.8g – sugars 47.4g  11.9g Sodium 67mg  17mg",null,13.3g,47.4g,67mg,2170kJ,8.4g
267,"Each lozenge contains active ingredients: Menthol 6.0mg, Eucalyptus Oil 200 micrograms (?g), Zinc Ascorabte 13.9mg (equiv to Zinc
2.1mg and Vitamin C 11.22mg), Sodium Ascorbate 2mg (equiv to Vitamin C 1.78mg).
Also contains: Sugars",null,null,null,null,null,null,null
268,"Cane Sugar, Glucose Syrup (From Wheat and Corn), Invert Sugar, Thickener (Acid Modified Wheat Starch), Food Acids (Fumaric, Citric, Tartaric), Flavours, Colours (Spirulina, Anthocyanins, Paprika Oleoresin, Turmeric).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1520kJ  381kJ Protein <1.0g  <1.0g Fat, total <1.0g  <1.0g – saturated <1.0g  <1.0g Carbohydrate 89.2g  22.3g – sugars 61.5g  15.4g Sodium 27mg  7mg",null,<1.0g,61.5g,27mg,1520kJ,<1.0g
269,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1830kJ  732kJ Protein 7.6g  3.0g Fat, total 18.9g  7.6g – saturated 12.3g  4.9g Carbohydrate 55.2g  221.1g – sugars 26.9g  10.8g Sodium 140mg  56mg","Whole Grain Cereals (29%)(Whole Grain Oats (26%), Wholemeal Wheat Flour), Wheat Flour, White Chocolate (13%)(Sugar, Cocoa Butter, Milk Solids (Whole Milk Powder, Whey Powder, Anhydrous Milk Fat), Emulsifier (Soy Lecithin), Natural Flavour), Butter (Cream (Milk), Salt), Raw Sugar, Raspberry Fruit Pieces (7%)(Fruit (Raspberry Puree (27%), Apple Puree, Pear Puree, Plum Puree, Concentrated Elderberry Juice), Invert Sugar, Sugar, Humectant (Glycerol), Wheat Fibre, Gelling Agent (Pectin), Acidity Regulator (Citric Acid), Natural Flavour), Invert Sugar, Desiccated Coconut (Coconut, Colour Stabiliser (223, (Sulphites))), Honey, Whole Egg Powder, Raising Agents (450, 500), Natural Flavour, Acidity Regulator (Citric Acid). White Chocolate Contains Milk  Solids 30%, Cocoa Solids 23%. View more",12.3g,26.9g,140mg,1830kJ,7.6g
270,"Peanuts, Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Glaze (Contains Vegetable Gum (414)), Cocoa Powder, Emulsifiers (Soy Lecithin, 476), Flavours.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2300kJ  575kJ Protein 11.0g  2.8g Fat, total 34.8g  8.7g – saturated 13.3g  3.3g Carbohydrate 46.1g  11.5g – sugars 42.7g  10.7g Sodium 60mg  15mg",null,13.3g,42.7g,60mg,2300kJ,11.0g
271,"Organic Maize (97%), Sesame (2%), Sea Salt (0.5%)","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1606  193 Protein 10.7g  1.3g Fat, total 3.4g  0.4g – saturated 0.5g  0.06 Carbohydrate 69.9g  8.4g – sugars 0.4g  0.05g Sodium 225mg  27mg",null,0.5g,0.4g,225mg,1606,10.7g
272,null,null,null,null,null,null,null,null
273,"Peanuts, Sunflower Oil, Natural Flavours, Mineral Salts (Potassium Chloride, Potassium Phosphate), Salt, Corn Starch, Sugar, Food Acids (Citric Acid, Acetic Acid).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2590kJ  732kJ Protein 25.7g  7.7g Fat, total 51.2g  15.4g – saturated 9.3g  2.8g Carbohydrate 11.7g  3.5g – sugars 6.0g  1.8g Sodium 389mg  117mg",null,9.3g,6.0g,389mg,2590kJ,25.7g
274,"Rice (97%), Vegetable Oil, Salt.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1710kJ  427kJ Protein 7.5g  1.9g Fat, total 2.9g  0.7g – saturated 0.7g  0.2g Carbohydrate 87.1g  21.8g – sugars 0.2g  0.1g Sodium 387mg  97mg",null,0.7g,0.2g,387mg,1710kJ,7.5g
275,"Potato Flakes, Corn Starch, Canola Oil, Sugar, Wheat Flour, Salt, Sunflower Lecithin, Raising Agents (341, 500), Natural Colour (Curcumin).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1890kJ  472kJ Protein 5.3g  1.3g Fat, total 16.1g  4.0g – saturated 1.4g  0.3g Carbohydrate 69.4g  17.4g – sugars 5.1g  1.3g Sodium 610mg  152mg",null,1.4g,5.1g,610mg,1890kJ,5.3g
276,null,null,null,null,null,null,null,null
277,"Sultanas, Diced Dried Apricots, Apples, Peach, Pear, Vegetable Oil, Preservative (220, 223).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1140kJ  570kJ Protein 2.6g  1.3g Fat, total <1g  <0.5g – saturated <1g  <0.5g Carbohydrate 71.2g  35.6g – sugars 4.8g  24.9g Sodium 22mg  11mg",null,<1g,4.8g,22mg,1140kJ,2.6g
278,"Wheat Flour, Chocolate (38%), (Sugar, Cocoa Butter, Milk Solids, Cocoa Mass, Vegetable Oil (Contains Soy), Emulsifiers (Soy Lecithin, E476), Flavour, Salt), Sugar, Vegetable Oil (Contains Antioxidants (Soy Lecithin, E307b from Soy)), Golden Syrup, Salt, Baking Powder, Emulsifier (Soy Lecithin), Flavour, Food Acid (Citric Acid).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1990kJ  406kJ Protein 5.6g  1.1g Fat, total 18.6g  3.8g – saturated 10.6g  2.2g Carbohydrate 68.9g  14.1g – sugars 36.5g  7.4g Sodium 184mg  38mg",null,10.6g,36.5g,184mg,1990kJ,5.6g
279,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1710kJ  340kJ Protein 3.2g  0.6g Fat, total 7.1g  1.4g – saturated 2.5g  0.5g Carbohydrate 81.5g  16.3g – sugars 36.5g  7.3g Sodium 310mg  62mg","White Rice (40%), Coloured Sprinkles (12%)(Sugar, Tapioca Starch, Vegetable Fat [Emulsifier (Soy Lecithin)], Natural Colours [120, 100], Glazing Agent [903], Plant Extract), Glucose, Fructose, Sugar, Vegetable Fat (Antioxidant [Tocopherols]), Glucose Solids, Invert Syrup, Humectant (Glycerol), Salt, Gelatin, Natural Flavour, Emulsifiers (Canola Lecithin, 472E, 472A), Barley Malt Extract, Antioxidant (Rosemary Extract), Milk Solids. View more",2.5g,36.5g,310mg,1710kJ,3.2g
280,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1620kJ  Approx.404kJ Protein Approx.3.9g  Approx.1g Fat, total Approx.10.7g  Approx.2.7g – saturated Approx.6.6g  Approx.1.7g Carbohydrate Approx.68g  Approx.17g – sugars Approx.43.8g  Approx.11g Sodium Approx.97mg  Approx.24mg","Black Liquorice (70%) [Glucose Syrup, Wheat Flour, Molasses (20%), Treacle, Sugar, Water, Wheat Fibre, Vegetable Oil, Liquorice Extract (0.6%), Aniseed Oil, Salt, Natural Colour (153), Emulsifier (471), Glazing Agent (903)], Milk Chocolate (30%) [Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifiers (322 (Soy), 476), Natural Flavour], Milk Chocolate contains a minimum 31% Cocoa Solids and a minimum 24% Milk Solids View more",Approx.6.6g,Approx.43.8g,Approx.97mg,Approx.1620kJ,Approx.3.9g
281,"SUGAR, MALTODEXTRIN, RICE STARCH, THICKENER (GUM ARABIC), FRUCTOSE, FLAVOURINGS, ANTICAKING AGENT (MAGNESIUM STEARATE), GLAZING AGENT (CARNAUBA WAX).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1670  8 Protein 0.1g  0g Fat, total 0.2g  0g – saturated 0.2g  0g Carbohydrate 97.7g  0.5g – sugars 91.4g  0.4g Sodium 4mg  0mg",null,0.2g,91.4g,4mg,1670,0.1g
282,Natural Almonds,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2380kJ  Approx.715kJ Protein Approx.19.7g  Approx.5.9g Fat, total Approx.50.5g  Approx.15.2g – saturated Approx.3.8g  Approx.1.1g Carbohydrate Approx.5.4g  Approx.1.6g – sugars Approx.5.2g  Approx.1.6g Sodium <5mg  <5mg",null,Approx.3.8g,Approx.5.2g,<5mg,Approx.2380kJ,Approx.19.7g
283,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2180kJ  589kJ Protein 7.0g  1.9g Fat, total 28.2g  7.6g – saturated 2.7g  0.7g Carbohydrate 58.8g  15.9g – sugars 3.1g  0.8g Sodium 779mg  210mg","Corn, Canola Oil, Cheese Powder (Milk, Soy) Maltodextrin, Salt, Wheat Flour, Flavour Enhancers (621, 635), Tomato Powder, Onion Powder, Garlic Powder, Natural Flavours (Milk), Dextrose, Yeast Extract, Sugar, Mineral Salt (Potassium Chloride), Food Acids (Lactic Acid, Citric Acid), Colours (110, 150c), Spice (White Pepper), Sunflower Oil, Antioxidants (Tocpherols. Ascorbic Acid, Rosemary Extract)]. ",2.7g,3.1g,779mg,2180kJ,7.0g
284,"Fruit (68%) (Sultanas, Apricots, Raisins, Pineapple, Cranberries, Sugar, Rice Flour, Vegetable Oil (Sunflower Oil), Acidity Regulator (330), Preservative (220)), Nuts (32%) (Cashews, Brazil Nuts, Walnuts, Almonds).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1850kJ  555kJ Protein 7.1g  2.1g Fat, total 21.5g  6.5g – saturated 4.3g  1.3g Carbohydrate 53.0g  15.9g – sugars 41.4g  12.4g Sodium 63.8mg  19mg",null,4.3g,41.4g,63.8mg,1850kJ,7.1g
285,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2210kJ  Approx.340kJ Protein Approx.7g  Approx.1.1g Fat, total Approx.28.6g  Approx.4.4g – saturated Approx.16.3g  Approx.2.5g Carbohydrate Approx.59.9g  Approx.9.3g – sugars Approx.51.3g  Approx.8g Sodium Approx.78mg  Approx.12mg","Ingredients       Sugar,  Milk  Solids, Vegetable Fat [Emulsifier ( Soy  Lecithin)],  Wheat  Flour, Cocoa Butter, Cocoa Mass, Choc Paste ( Milk ,  Soy ,  Wheat ), Coffee Biscuits (1.3%)[ Milk ,  Wheat ], Emulsifiers ( Soy  Lecithin, 476), Cocoa, Yeast, Flavour, Raising Agent (Sodium Bicarbonate), Salt.       Contains Milk, Soy, Wheat. May Contain Tree Nuts.       Product Contains 46% Milk Chocolate, 29% Flavoured White Choc and 24% Wafer Fingers      Milk Chocolate Contains Minimum 22% Cocoa Solids and 25% Milk Solids. View more",Approx.16.3g,Approx.51.3g,Approx.78mg,Approx.2210kJ,Approx.7g
286,Natural Almonds (100%),"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2510kJ  752kJ Protein 19.5g  5.8g Fat, total 54.7g  16.4g – saturated 7.0g  2.1g Carbohydrate 4.8g  1.4g – sugars 4.8g  1.4g Sodium 5mg  <5mg",null,7.0g,4.8g,5mg,2510kJ,19.5g
287,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2600kJ  650kJ Protein 4.5g  1.1g Fat, total 47.8g  12.0g – saturated 35.6g  8.9g Carbohydrate 43.2g  10.8g – sugars 41.7g  10.4g Sodium 72mg  18mg","Sugar, Vegetable Fats, Cocoa Butter, Cocoa Mass, Whole Milk Powder, Skim Milk Powder, Lactose, Milk Fat, Hazelnuts (1%), Emulsifier (Soy Lecithin), Barley Malt Extract, Flavourings, Vanilla.
Milk Chocolate Contains: Cocoa Solids 31% Min., Milk Solids 20% Min. Dark Chocolate Contains: Cocoa Solids 45% Min.
White Chocolate Contains: Cocoa Solids 31% Min. View more",35.6g,41.7g,72mg,2600kJ,4.5g
